Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
2,"ЕА Демидова, СС Кошелев","Экономические аспекты информационных революций",2007,"Научно-технический вестник …","cyberleninka.ru","https://cyberleninka.ru/article/n/16407498","https://scholar.google.com/scholar?cites=718052390702974205&as_sdt=2005&sciodt=0,5&hl=en",249,"2021-05-12 14:16:17","HTML","","","",,,,,2,0.14,1,2,14,"… таких как IBM, DEC, Hewlett-Packard, исчислялись миллиардами долларов и основывались, главным образом, на больших системах (мэйнфреймах) и миникомпьютерах … Пользователи получили возможность самостоятельно модернизировать свои компьютеры и …"
13,"ЮГ Швецов, НВ Сунцова, ВГ Корешков","Роль коммерческих банков в цифровой экономике",2018,"Налоги и финансы","cyberleninka.ru","https://cyberleninka.ru/article/n/18036758","https://scholar.google.com/scholar?cites=13043026612340553219&as_sdt=2005&sciodt=0,5&hl=en",250,"2021-05-12 14:16:17","HTML","","","",,,,,13,4.33,4,3,3,"В статье рассматриваются объективные процессы изменения содержания банковской деятельности в эпоху широкого распространения цифровых технологий во всех сферах институциональных структур общества. Раскрывается сущность новых видов банковских …"
0,"ММ Мадалиев, СА Балыбин, ЖШ Асанова","Ш {фй",2018,"","iuk.kg","https://iuk.kg/dept/files/media-kis/docum/bakalavriat/UMK-ISIT/Infokom-sistemy.pdf","",251,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,3,3,"… Стратегии развития - модернизация образовательной деятельности университета – совершенствование образовательного процесса в соответствии с требованиями Болонского процесса. 1.2. Цели освоения дисциплины (модулей) …"
0,"ВЭ Вольфенгаген","Динамика предметной области",2010,"ВЭ Вольфенгаген (Ред.)","jurinfor.exponenta.ru","http://jurinfor.exponenta.ru/acs2010/ACS-10_Proceedings-All.pdf#page=109","",252,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,11,"… Наметившийся в последнее время сдвиг от мейнфреймов к облачному комп- пьютингу может нарушить сложившееся равновесие, которое так хорошо устра- ивает многих и многих … Изделие после модернизации начинает при- меняться по иному назначению …"
0,"АС Северов","Совершенствование использования аутсорсинга в области информационных технологий в промышленности России (организационно …",2010,"","static.freereferats.ru","https://static.freereferats.ru/_avtoreferats/01004727500.pdf","",253,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,11,"… российских промышленных предприятиях: основными заказчиками ИТуслуг являются предприятия экспортноориентированных отраслей промышленности; использование предприятием заказчиком ИТаутсорсера для модернизации собственной ИТархитектуры …"
0,"АИ Сухотерин, АВ Дунин, АЮ Козлов","Sukhoterin AI, Dudin AV, Kozlov IV",,"ies.unitech-mo.ru","","https://ies.unitech-mo.ru/files/upload/publications/15851/4827b33cc3f642dfbff23836fcc30182.docx","",254,"2021-05-12 14:16:17","DOC","","","",,,,,0,0.00,0,3,,"… Переход в конце 70-х годов от громоздких мейнфреймов к персональным компьютерам привёл к … высшего профессионального образования, специальностей научных работников, соответствующих приоритетным направлениям модернизации и технологического …"
1,"АГ Зыков, ВИ Поляков","Арифметические основы ЭВМ",2016,"СПб: Университет ИТМО","books.ifmo.ru","https://books.ifmo.ru/file/pdf/2078.pdf","https://scholar.google.com/scholar?cites=8876909796397398924&as_sdt=2005&sciodt=0,5&hl=en",255,"2021-05-12 14:16:17","PDF","","","",,,,,1,0.20,1,2,5,"… Обоснование метода целочисленного деления 7.4. Деление беззнаковых целых чисел 7.5. Возможные модернизации метода деления 7.6. Деление знаковых чисел 7.6.1. Основные особенности метода деления в прямых ко- дах …"
0,"ЕА Богданова","НОВЫЕ ТЕХНОЛОГИИ В ЭКОНОМИЧЕСКИХ ИНФОРМАЦИОННЫХ СИСТЕМАХ",,"library.tou.edu.kz","","https://library.tou.edu.kz/fulltext/transactions/4905_bogdanova_e._a_novie_tehnologii_v_ekonomicheskih_informacionnih_sistemah.pdf","",256,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,,"… Подсистема объяснений облегчает когнитологу выявление ошибок и модернизацию экспертной системы … При подключении к магистральному каналу вычислительных сетей (например, мейнфреймов), которые невозможно согласовать с помощью стандартных …"
0,"М Гольцова","ISSCC 2015",,"electronics.ru","","https://www.electronics.ru/files/article_pdf/4/article_4707_600.pdf","",257,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,,"… терминоло- гии IBM). В отличие от предыдущих процессоров мейнфреймов, монтируемых в многокристальные модули, микросхема процессора z13 упаковывается в однокристальный модуль. Ядра выполнены по …"
0,"ЛГ Дубицкий, МН Григорьева","Суперкомпьютеры-приборно-информационная база мегасистемы технического регулирования",2012,"Компетентность","elibrary.ru","https://elibrary.ru/item.asp?id=18054635","",258,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,2,9,"… ния ядерных испытаний и т.п.), что в том числе отличает их от серверов и мэйнфреймов (англ … су перкомпьютеров и гридтехнологий» реализуется в рамках деятельности комиссии при президенте Россий ской Федерации по модернизации и технологическому …"
1,"ГГ Головенчик, Ю Ван","Цифровая трансформация промышленности Китая: опыт для ЕАЭС",2020,"","elib.bsu.by","https://elib.bsu.by/handle/123456789/251593","https://scholar.google.com/scholar?cites=11781272698264546831&as_sdt=2005&sciodt=0,5&hl=en",259,"2021-05-12 14:16:17","","","","",,,,,1,1.00,1,2,1,"… Ускоряющаяся цифровая модернизация промышленной структуры, расши- ряющиеся возможности по использованию цифровых инноваций жизненно важны для перехода к принципиально новому экономическому развитию, кото- рое называют четвертой …"
0,"ДС Рогов","Разработка системы учета выполненных задач сотрудника Управления Федеральной антимонопольной службы по Томской области: выпускная …",2016,"","vital.lib.tsu.ru","http://vital.lib.tsu.ru/vital/access/services/Download/vital:3314/SOURCE01","",260,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,5,"… здравоохранения, территориальных программ государственных гарантий оказания гражданам бесплатной медицинской помощи, а также программ модернизации здравоохранения при аппарате полномочного представителя президента РФ; …"
8,"ИП Комарова, ВЛ Устюжанин","Точки бифуркации и их влияние на конкурентоспособность компании",2016,"От рецессии к стабилизации и …","elibrary.ru","https://elibrary.ru/item.asp?id=27698900","https://scholar.google.com/scholar?cites=8117319458092934866&as_sdt=2005&sciodt=0,5&hl=en",261,"2021-05-12 14:16:17","","","","",,,,,8,1.60,4,2,5,"… В каждой последующей модернизации PDP возрастала производительность, расширялся спектр решаемых задач. PDP-8 был создан в 1965 г … компании, занятой разработкой сверхбыстрого компьютера, способного соперничать с мэйнфреймами IBM. В 1991 г …"
0,"R Vazov","Enterpreunership and globalization",2019,"VUZF Review","papersvuzf.net","http://www.papersvuzf.net/index.php/VUZF/article/view/36","",262,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,2,"… Предимно производител на мейнфрейм компютри и си партнира с японската Fujitsu, която е предоставила съвместимост с IBM под марката … инвестиции на ранен етап от развитието на дадена индустрия и по този начин прилага политиките си за модернизация …"
0,"ГМ Тептин, ОГ Хуторова, ДП Зинин","ФГАОУ ВПО «Казанский (Приволжский) федеральный университет» Институт физики",,"kpfu.ru","","https://kpfu.ru/staff_files/F768867920/Vved_Vys_Vych_Sist.pdf","",263,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,3,,"… Первоначально она была создана как многозадачная система для миникомпьютеров и мэйнфреймов в середине 70-ых годов, но с тех пор она … Команды обычно имеют аргументы и параметры, которые обеспечивают модернизацию выполняемых действий …"
16,"ДИ Филиппов","Финансовые инновации в процессе трансформации цифровой экономики",2018,"Вестник Российского экономического …","cyberleninka.ru","https://cyberleninka.ru/article/n/17950195","https://scholar.google.com/scholar?cites=15787274766833811479&as_sdt=2005&sciodt=0,5&hl=en",264,"2021-05-12 14:16:17","HTML","","","",,,,,16,5.33,16,1,3,"… К числу ключевых инноваций можно отнести достижения в области полупроводникового производства, переход от мейнфреймов к персональным компьютерам, электронную почту, факсы, фотокопирование, электронные документы, Интернет, электронную …"
0,"ФВ Веселов, ИБ Ядыкин, НН Бахтадзе","О концептуальном проектировании интеллектуальных систем управления энергетическими системами",2015,"… СИСТЕМ MLSD'2015","elibrary.ru","https://elibrary.ru/item.asp?id=24966641&pf=1","",265,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,3,6,"… Модели энергосистем первого типа реализуются на достаточно мощных вычислительных платформах (мэйнфреймах), так и в вычислительных GRID-сетях Модели второго типа реализуются в вычислительной машине с помощью символьной интерактивной …"
0,"СА Вдовин","Министерство образования и науки Российской Федерации Сибирская государственная геодезическая академия",2009,"","lib.ssga.ru","http://lib.ssga.ru/IRBISFULLTEXT/UMK/080507%20%D0%9C%D0%9E/080502%20%D0%AD%D0%A2/5%20%D1%81%D0%B5%D0%BC%D0%B5%D1%81%D1%82%D1%80/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20%D0%B2%20%D1%8D%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B5/080502%20%D0%9A%D0%BE%D0%BD%D1%81%D0%BF%D0%B5%D0%BA%D1%82%20%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B9%20%D0%98%D0%A2%202011.pdf","",266,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,12,"… основанная на мейнфрейме; − ИС, основанная на персональном компьютере (PC); − распределенная ИС. Архитектура клиент/сервер. Компьютеры, соединенные сетью, делятся на две категории: серверы и клиенты. Сервер – это компьютер (РС, мейнфрейм …"
14,"КБ Костин, АА Березовская","Современные технологии цифровой экономики как драйвер роста мирового рынка товаров и услуг",2019,"Экономические отношения","elibrary.ru","https://elibrary.ru/item.asp?id=39191602","https://scholar.google.com/scholar?cites=16865019661007101500&as_sdt=2005&sciodt=0,5&hl=en",267,"2021-05-12 14:16:17","","","","",,,,,14,7.00,7,2,2,"В статье охарактеризовано влияние смены технологических укладов на развитие цифровой экономики. На основе проведенного SWOT-анализа выявлены ключевые тренды цифровой экономики. Проанализированы структура и динамика развития цифровых технологий …"
7,"К Клей, Б Ричард, К Джон","Исцелят ли систему здравоохранения прорывные инновации?",2011,"Менеджер здравоохранения","cyberleninka.ru","https://cyberleninka.ru/article/n/15707474","https://scholar.google.com/scholar?cites=2411056627203468652&as_sdt=2005&sciodt=0,5&hl=en",268,"2021-05-12 14:16:17","HTML","","","",,,,,7,0.70,2,3,10,"… бывшие лидеры отрасли пришли в смятение. Все вместе — создатели мэйнфреймов и мини-ЭВМ — потеряли 20 миллиардов долларов операционных убытков в течение этого периода. Ни одной из этих компаний …"
0,"А Буркадзе, Т Буркадзе","Принципы построения компьютерных сетей",,"gtu.ge","","https://gtu.ge/book/energetika/7_CompNet.pdf","",269,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,2,,"… техники от персональных компьютеров до гигантских мейнфреймов. Такие масштабные сети получили название глобальных вычислительных сетей (ГВС-WAN) … сопровождения приложений и данных; - установки и модернизации программного обеспечения …"
0,"ВП Путятин, ЮЕ Мегель, ИВ Чалый, АВ Левкин…","Локальные компьютерные сети",,"internal.khntusg.com.ua","","http://internal.khntusg.com.ua/fulltext/pazk/UCHEBNIKI/812.pdf","",270,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,5,,"… компьютеры стали преобладать в ло- кальных сетях, причем не только в качестве клиентских компьютеров, но и в качестве центров хранения и обработки данных, то есть сетевых серверов, потеснив с этих привычных ролей мини–компьютеры и мэйнфреймы …"
0,"РС Азизов","Разработка локальной вычислительной сети компании (на примере ООО «Ххх»)",2017,"","library.mpa71.ru","http://library.mpa71.ru/bitstream/123456789/909/1/%D0%92%D0%9A%D0%A0_%D0%90%D0%B7%D0%B8%D0%B7%D0%BE%D0%B2%20%D0%A0.%D0%A1.pdf","",271,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,4,"Page 1. ТУЛЬСКИЙ УНИВЕРСИТЕТ Частная образовательная организация высшего образования – ассоциация Кафедра Информатикии естественнонаучных дисциплин Форма обучения заочная Направление: Прикладная …"
2,"Д Тихович","Технологии виртуализации VMware: динамическая ИТ-инфраструктура уже сегодня",2012,"VMware Россия и СНГ.—2012.—C","devbusiness.ru","https://www.devbusiness.ru/development/dms/VMware/VMware_Solutions_for_Dynamic_IT_web.pdf","https://scholar.google.com/scholar?cites=12858503707556553244&as_sdt=2005&sciodt=0,5&hl=en",272,"2021-05-12 14:16:17","PDF","","","",,,,,2,0.22,2,1,9,"… Сегодня наши клиенты используют виртуализацию для создания единого пула вычислительных ресурсов с централизованной системой управления, надежностью на уровне мэйнфреймов, возможностью быстрой и гибкой манипуляции этими ресурсами без …"
1,"АЛ Бекларян","Агентная модель поведения толпы в условиях чрезвы чайной ситуации для оценки интенсивности фронта выходного потока",2016,"","simulation.su","http://simulation.su/uploads/files/default/2016-dic-cand-beclaryan.pdf","https://scholar.google.com/scholar?cites=8121461990242674724&as_sdt=2005&sciodt=0,5&hl=en",273,"2021-05-12 14:16:17","PDF","","","",,,,,1,0.20,1,1,5,"… модель поведения толпы в чрезвычайной ситуации”. 3. XVI Апрельской международной научной конференции «Модернизация экономики и общества» (НИУ ВШЭ, 9 апреля 2015) … мейнфреймы, 3D моделирование, доступ к видео записям и распознавание об …"
0,"ЮА Степанов, ИИ Жабина, ИЭ Пурина…","Автоматизированная технология Гидрометцентра России для оперативной обработки информации в высокопроизводительной кластерной …",2019,"…","method.meteorf.ru","http://method.meteorf.ru/publ/tr/tr374/15.pdf","",274,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,4,2,"Page 1. 90 лет Гидрометцентру России 257 Гидрометеорологические исследования и прогнозы. 2019. № 4 (374). С. 257-285 УДК 551.5 Автоматизированная технология Гидрометцентра России для оперативной …"
0,"СХ Истамулов","Проектирование информационной системы составления ежеквартального отчета о результатах деятельности предприятия (отдела, подразделения)",2017,"","library.tiei.ru","http://library.tiei.ru/bitstream/123456789/977/1/%D0%92%D0%9A%D0%A0_%D0%98%D1%81%D1%82%D0%B0%D0%BC%D1%83%D0%BB%D0%BE%D0%B2%20%D0%A1%D0%B0%D0%B8%D0%B4-%D0%A1%D0%B5%D0%BB%D0%B8%D0%BC%20%D0%A5%D1%83%D0%BC%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87.pdf","",275,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,4,"… информации персонального компьютера.1 В крупных организациях наряду с персональным компьютером в состав технической базы информационной системы может входить мэйнфрейм или суперЭВМ. Кроме того, техническое …"
0,"ВВ Ерастов, СД Коткин","Использование системы управления содержимым Drupal для обучения созданию электронных учебников",2018,"Проблемы современного …","cyberleninka.ru","https://cyberleninka.ru/article/n/17804693","",276,"2021-05-12 14:16:17","HTML","","","",,,,,0,0.00,0,2,3,"… большинство информационных систем представляли собой базы данных, выполняющиеся локально на мейнфреймах … Современная концепция модернизации российской системы высшего профессионального образования выдвигает новые требования к …"
3,"ЮГ Швецов, НВ Сунцова, ВГ Корешков","Что произойдет с коммерческими банками в цифровой экономике?",2019,"Вестник НГУЭУ","cyberleninka.ru","https://cyberleninka.ru/article/n/chto-proizoydet-s-kommercheskimi-bankami-v-tsifrovoy-ekonomike","https://scholar.google.com/scholar?cites=11587640417438754954&as_sdt=2005&sciodt=0,5&hl=en",277,"2021-05-12 14:16:17","HTML","","","",,,,,3,1.50,1,3,2,"В статье рассматриваются объективные процессы изменения содержания банковской деятельности в эпоху широкого распространения цифровых технологий во всех сферах институциональных структурах общества. Раскрывается сущность новых видов банковских …"
2,"Ю Швецов, В Корешков","Эволюция коммерческих банков в условиях цифровой экономики",2019,"Общество и экономика","elibrary.ru","https://elibrary.ru/item.asp?id=37111595","https://scholar.google.com/scholar?cites=6582177493830114364&as_sdt=2005&sciodt=0,5&hl=en",278,"2021-05-12 14:16:17","","","","",,,,,2,1.00,1,2,2,"… Передовые банки все настойчивее и определеннее отдаляются от архитектуры кредитной системы прошлого века, списывая в архив устаревающие мейнфреймы, на которых основаны информационные системы большинства работающих по стандарту …"
4,"К Негус","Linux. Библия пользователя, 5-е издание",2006,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=EeRYPNuNNQEC&oi=fnd&pg=PA19&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=lNK6DKAxXP&sig=ARadyzovyhs8DI_tT7308roqxTE","https://scholar.google.com/scholar?cites=1777602342810292050&as_sdt=2005&sciodt=0,5&hl=en",279,"2021-05-12 14:16:17","BOOK","","","",,,,,4,0.27,4,1,15,"… Linux 240 Поиск другой операционной системы Linux 240 Определение требований 241 Загрузка образов 242 Запись образа на компакт-диск 243 Часто возникающие вопросы при установке 243 Знайте аппаратные средства 243 Модернизация или новая …"
34,"О Казарин, И Шубинский","Надежность и безопасность программного обеспечения. Учебное пособие для бакалавриата и магистратуры",2021,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=r_sjEAAAQBAJ&oi=fnd&pg=PA3&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=t5TIaiNylF&sig=-n8yzOOwDm_Kgq1UJKsjBeqQrKk","https://scholar.google.com/scholar?cites=15886816218666773962&as_sdt=2005&sciodt=0,5&hl=en",280,"2021-05-12 14:16:17","BOOK","","","",,,,,34,34.00,17,2,1,"Page 1. О. В. Казарин, И. Б. Шубинский НАДЕЖНОСТЬ И БЕЗОПАСНОСТЬ ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ УЧЕБНОЕ ПОСОБИЕ ДЛЯ БАКАЛАВРИАТА И МАГИСТРАТУРЫ Рекомендовано Учебно-методическим …"
0,"P Dzhaparov","APPLICATION OF CLOUD COMPUTING IN BANKING",2019,"Proceedings of the International scientific and …","science.uard.bg","http://science.uard.bg/index.php/regions/article/view/639","",281,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,2,"… Всяка ИТ инфраструктура има своите слабости и запазването на традиционната мейнфрейм архитектура не гарантира по-високо ниво на защита в … Първо, поради нуждата от периодична модернизация и ъпгрейдване на тези системи, в опит да се отговори на …"
0,"АД Борзова","Место и роль России на мировом рынке информационных технологий",2018,"","95.167.109.86","http://95.167.109.86/bitstream/123456789/36124/1/Borzova_Mesto_18.pdf","",282,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,3,"… агрегированную величину, состоящую из ряда слагаемых и включающую в себя: - стоимость лицензии; - затраты на хостинг и/или модернизацию аппаратного обеспечения; - затраты на внедрение; - затраты на обучение; …"
263,"У Экерсон","Панели индикаторов как инструмент управления: ключевые показатели эффективности, мониторинг деятельности, оценка результатов",2007,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=JgBcQSQZV5gC&oi=fnd&pg=PA8&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=zYV9E_87qn&sig=Smid0ny6m-C7aXJmVXMKQ0IQyoM","https://scholar.google.com/scholar?cites=9840340331520964121&as_sdt=2005&sciodt=0,5&hl=en",283,"2021-05-12 14:16:17","BOOK","","","",,,,,263,18.79,263,1,14,"Page 1. ключом: помнили эффективными / .‚›' монтприиг деятельности я"" пиеика м ‚м у Page 2. :|:|:Нурег1оп \ ' Уэйн У. Эккерсон 7' 1 МОНИТОРИНВЯТВЛЬНООТИ оценка ршль ЗТОВ Page 3. Wayne W. Eckerson Performance …"
0,"ДА Тардаков","Анализ российского рынка IT-аутсорсинга",2018,"","dspace.susu.ru","http://dspace.susu.ru/xmlui/bitstream/handle/0001.74/22881/2018_486_tardakovda.pdf?sequence=1","",284,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,3,"Page 1. МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РОССИЙСКОЙ ФЕДЕРАЦИИ Федеральное государственное автономное образовательное учреждение высшего образования «Южно-Уральский государственный …"
0,"АС Васильев","Разработка метода оптимизации маршрутизации в высоконагруженных сетях",2020,"","elib.sfu-kras.ru","http://elib.sfu-kras.ru/bitstream/handle/2311/136496/md_vasilev_as_ki18-01-5m.pdf?sequence=1","",285,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,1,"… каждым днем. Растет предприятие, растет и нагрузка на сеть. Так же, достаточно часто, возникает потребность модернизации сетей. К тому же сами протоколы динамической маршрутизации создают нагрузку на сеть служебным трафиком …"
0,"НГ Ярушкина, ТВ Афанасьева, ЕР Ахметшина…","ББК 32.81 (2Рос= 4Ул)",,"venec.ulstu.ru","","http://venec.ulstu.ru/lib/disk/2017/569.pdf","",286,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,4,,"… 1950 1960 1970 1980 1990 2000 2010 2020 Мейнфреймы Клиент-сервер и ПК Web 1.0, электронная коммерция … (развитие инициативы «Оцифровка малых и средних предприятий»). 8. Использование Индустрии 4.0 для модернизации Германии …"
0,"А Коршунов","История взлёта и падения OS/2–одной из самых интересных операционных систем",2005,"Системный администратор","elibrary.ru","https://elibrary.ru/item.asp?id=20396055","",287,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,16,"… более мощные функции рисования в своем графическом программном интерфейсе (Graphics Programming Interface, GPI) – наследие мейнфреймов … Microsoft делить прибыль от продаж операционной системы с IBM, основной процесс по модернизации OS/2 …"
0,"ВП БАРАНЧЕЕВ","хайтек-маркетинг",,"Книга","xn--b1afpddp.xn--p1ai","http://xn--b1afpddp.xn--p1ai/upload/iblock/857/barancheev_v_p_marketing_innovacii_radikalnye_i_podryvnye_in.pdf","",288,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,,"… Например, была обработка информации на основе мейнфреймов, а стала та же … и технологии, которые от носятся к обычной модернизации продуктов, не … для работы с изделиями у потребителей; • эксплуатационное обслуживание; • модернизация; • утилизация …"
0,"EG Pringsheim, D pflanzliche Bewegungsvermögen","Идеология гибридизации оптической спектроскопии и хромато-ауксанометрии/хромато-масс-ауксанометрии в фенологическом вегетационном …",,"files.au-1.osf.io","","https://files.au-1.osf.io/v1/resources/ra4su/providers/osfstorage/5f6738a546080900551b3b25?action=download&direct&version=1","",289,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,2,,"… ""модернизация"" или ""реконструкция"" ранних ауксанометрических аппаратов (напр., “Ауксанометр КТП” Лаборатории экспериментальной ботаники … дальнейшей математической обработки при параллельной классификации результатов на мэйнфреймах [131, 132 …"
1,"АИ Якимов, ОМ Демиденко…","Анализ методов построения имитационных моделей корпоративных информационных систем",2016,"… системы и технологии","library.oreluniver.ru","http://library.oreluniver.ru/polnotekst/IzvestiyaOrelGTU/ISiT_2016_2.pdf#page=40","https://scholar.google.com/scholar?cites=7368786189735122938&as_sdt=2005&sciodt=0,5&hl=en",290,"2021-05-12 14:16:17","PDF","","","",,,,,1,0.20,0,3,5,"… реляционные и нереляционные данные), в том числе к данным, хранящимся на мэйнфреймах, данным электронной … 13. Якимов АИ Модернизация программно- технологического комплекса имитации сложных систем BelSim для организации …"
5,"АС Лихварев, НВ Асеева","Оценка инвестиционной привлекательности IT-проектов с учетом особенностей современных подходов к архитектуре программных комплексов",2008,"Бизнес-информатика","cyberleninka.ru","https://cyberleninka.ru/article/n/5222118","https://scholar.google.com/scholar?cites=10540516902366517868&as_sdt=2005&sciodt=0,5&hl=en",291,"2021-05-12 14:16:17","HTML","","","",,,,,5,0.38,3,2,13,"Обзор рассматривает существующее отношение бизнеса к оценке инвестиционной привлекательности IT-проектов. Приведены основные положения комплексного метода для такой оценки. Показано, что в данной методике не учитываются архитектурные …"
0,"АБ СМИРНОВ","ТЕОРИЯ ЭКОНОМИЧЕСКИХ ИНФОРМАЦИОННЫХ СИСТЕМ",2008,"","cis.rosnou.ru","https://cis.rosnou.ru/UniversysDWNL/Library/029C295C-8411-4478-B1FE-7116A9B4B6AC/029C295C-8411-4478-B1FE-7116A9B4B6AC.pdf","",292,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,13,"… решений. Корпоративную сеть обычно создают на перспективу, при этом капитальные затраты на ее разработку и внедрение очень велики и практически исключают ее последующие модернизацию и переделку …"
3,"ЕН Горбачевская, СГ Марфин","Мониторинг виртуальной вычислительной системы",2010,"Вестник Волжского университета …","cyberleninka.ru","https://cyberleninka.ru/article/n/14004146","https://scholar.google.com/scholar?cites=10958950613860447649&as_sdt=2005&sciodt=0,5&hl=en",293,"2021-05-12 14:16:17","HTML","","","",,,,,3,0.27,2,2,11,"… Такая модель организации вычислительных систем впервые появилась еще в 70-х годах прошлого века в мэйнфреймах корпорации IBM System 360/370, когда требовалось сохранить предыдущие версии экземпляров операционных систем …"
0,"ОІ Булдакова","АВ Ткаченко, провідний бібліотекар",,"geci-ir.cn.sch.in.ua","","http://www.geci-ir.cn.sch.in.ua/Files/downloads/Nauk-prakt%20konf%2001.12.11.doc","",294,"2021-05-12 14:16:17","DOC","","","",,,,,0,0.00,0,1,,"… А могут быть и какие-нибудь технологические нововведения, сориентированные на модернизацию библиотечных технологических процессов, внедрение новых автоматизированных библиотечных технологий … появление больших компьютеров …"
0,"ЯД Степанова","International Culture & Technology Studies",,"cat.itmo.ru","","http://cat.itmo.ru/sites/default/files/2021-02/CAT_2020_v5-i4_265_0.pdf","",295,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,,"… Вот так, вручную, создавалась анимация — карандашом и тушью на кальке. Когда стали использовать при создании анимации компьютеры — это были большие машины, они назывались мейнфреймами, иначе — большими ЭВМ, которые в эпоху 60–80-х гг …"
7164,"М Кастельс","Информационная эпоха. Экономика, общество и культура",2019,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=-BqQDwAAQBAJ&oi=fnd&pg=PT4&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=pWDPyyfbtR&sig=duoVdIil_Z1Gx7ezXn4N03yTQsc","https://scholar.google.com/scholar?cites=16856179811265107113&as_sdt=2005&sciodt=0,5&hl=en",296,"2021-05-12 14:16:17","BOOK","","","",,,,,7164,3582.00,7164,1,2,"Page 1. Page 2. Manuel Castells ТНЕ INFORMATION AGE Есопоту, and Culture Society 1] BLACl<WELL Р 11 /, I , , /, е r , Page 3. ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ВЫСШАЯ ШКОЛА ЭКОНОМИКИ Мануэль Кастельс …"
